datetime,subject,source,mitre_tactic,report_desc,file_size_mb,evtx_info,eid,pid,process_name,ppid,parent_process_name,pipe_name,process_target,protocol,is_src,src_hostname,src_ip,src_port,dst_hostname,dst_ip,dst_port,timestamp_desc,raw
2022-08-05 22:13:54+00:00,ACC-10,evtx_Microsoft-Windows-Sysmon/Operational,Execution,Look for C:\ACH path,0.0,Microsoft-Windows-Sysmon/Operational;Microsoft-Windows-Sysmon;1,,4516,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,1604,C:\Windows\SysWOW64\rundll32.exe,,,,,,,,,,,-,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">   <System>     <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>     <EventID>1</EventID>     <Version>5</Version>     <Level>4</Level>     <Task>1</Task>     <Opcode>0</Opcode>     <Keywords>0x8000000000000000</Keywords>     <TimeCreated SystemTime=""2022-08-05T22:13:54.162969700Z""/>     <EventRecordID>139173</EventRecordID>     <Correlation/>     <Execution ProcessID=""1428"" ThreadID=""1916""/>     <Channel>Microsoft-Windows-Sysmon/Operational</Channel>     <Computer>ACC-10.corp.net</Computer>     <Security UserID=""S-1-5-18""/>   </System>   <EventData>     <Data Name=""RuleName""/>     <Data Name=""UtcTime"">2022-08-05 22:13:54.147</Data>     <Data Name=""ProcessGuid"">{140A6FA9-9622-62ED-0000-0010C3C4BC01}</Data>     <Data Name=""ProcessId"">4516</Data>     <Data Name=""Image"">C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe</Data>     <Data Name=""FileVersion"">10.0.14409.1005 (rs1_srvoob.161208-1155)</Data>     <Data Name=""Description"">Windows PowerShell</Data>     <Data Name=""Product"">Microsoft® Windows® Operating System</Data>     <Data Name=""Company"">Microsoft Corporation</Data>     <Data Name=""CommandLine"">powershell -nop -exec bypass -EncodedCommand VABlAHMAdAAtAFAAYQB0AGgAIABDADoAXABBAEMASAA=</Data>     <Data Name=""CurrentDirectory"">C:\Program Files (x86)\Java\jre7\bin\</Data>     <Data Name=""User"">NT AUTHORITY\SYSTEM</Data>     <Data Name=""LogonGuid"">{140A6FA9-6517-62ED-0000-0020E7030000}</Data>     <Data Name=""LogonId"">0x00000000000003e7</Data>     <Data Name=""TerminalSessionId"">0</Data>     <Data Name=""IntegrityLevel"">System</Data>     <Data Name=""Hashes"">MD5=A575A7610E5F003CC36DF39E07C4BA7D,IMPHASH=CAEE994F79D85E47C06E5FA9CDEAE453</Data>     <Data Name=""ParentProcessGuid"">{140A6FA9-92E6-62ED-0000-0010DA999E01}</Data>     <Data Name=""ParentProcessId"">1604</Data>     <Data Name=""ParentImage"">C:\Windows\SysWOW64\rundll32.exe</Data>     <Data Name=""ParentCommandLine"">C:\Windows\System32\rundll32.exe</Data>   </EventData> </Event> "
2022-08-05 22:13:55+00:00,ACC-10,evtx_Microsoft-Windows-Sysmon/Operational,Command and Control,Connection to C2,0.0,Microsoft-Windows-Sysmon/Operational;Microsoft-Windows-Sysmon;3,3,364,C:\Windows\SysWOW64\rundll32.exe,,,,,tcp,true,ACC-10.corp.net,172.17.11.184,55011,c-73-245-147-162.hsd1.fl.comcast.net,73.245.147.162,443,-,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">   <System>     <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>     <EventID>3</EventID>     <Version>5</Version>     <Level>4</Level>     <Task>3</Task>     <Opcode>0</Opcode>     <Keywords>0x8000000000000000</Keywords>     <TimeCreated SystemTime=""2022-08-05T22:13:55.171254200Z""/>     <EventRecordID>139178</EventRecordID>     <Correlation/>     <Execution ProcessID=""1428"" ThreadID=""1928""/>     <Channel>Microsoft-Windows-Sysmon/Operational</Channel>     <Computer>ACC-10.corp.net</Computer>     <Security UserID=""S-1-5-18""/>   </System>   <EventData>     <Data Name=""RuleName""/>     <Data Name=""UtcTime"">2022-08-05 22:13:50.151</Data>     <Data Name=""ProcessGuid"">{140A6FA9-8EDF-62ED-0000-0010D81B7D01}</Data>     <Data Name=""ProcessId"">364</Data>     <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>     <Data Name=""User"">CORP\Joann.Sims</Data>     <Data Name=""Protocol"">tcp</Data>     <Data Name=""Initiated"">true</Data>     <Data Name=""SourceIsIpv6"">false</Data>     <Data Name=""SourceIp"">172.17.11.184</Data>     <Data Name=""SourceHostname"">ACC-10.corp.net</Data>     <Data Name=""SourcePort"">55011</Data>     <Data Name=""SourcePortName""/>     <Data Name=""DestinationIsIpv6"">false</Data>     <Data Name=""DestinationIp"">73.245.147.162</Data>     <Data Name=""DestinationHostname"">c-73-245-147-162.hsd1.fl.comcast.net</Data>     <Data Name=""DestinationPort"">443</Data>     <Data Name=""DestinationPortName"">https</Data>   </EventData> </Event> "
2022-08-05 22:13:58+00:00,ACC-10,evtx_Microsoft-Windows-Sysmon/Operational,Command and Control,Connection to C2,0.0,Microsoft-Windows-Sysmon/Operational;Microsoft-Windows-Sysmon;3,3,364,C:\Windows\SysWOW64\rundll32.exe,,,,,tcp,true,ACC-10.corp.net,172.17.11.184,55012,c-73-245-147-162.hsd1.fl.comcast.net,73.245.147.162,443,-,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">   <System>     <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>     <EventID>3</EventID>     <Version>5</Version>     <Level>4</Level>     <Task>3</Task>     <Opcode>0</Opcode>     <Keywords>0x8000000000000000</Keywords>     <TimeCreated SystemTime=""2022-08-05T22:13:58.710567900Z""/>     <EventRecordID>139183</EventRecordID>     <Correlation/>     <Execution ProcessID=""1428"" ThreadID=""1928""/>     <Channel>Microsoft-Windows-Sysmon/Operational</Channel>     <Computer>ACC-10.corp.net</Computer>     <Security UserID=""S-1-5-18""/>   </System>   <EventData>     <Data Name=""RuleName""/>     <Data Name=""UtcTime"">2022-08-05 22:13:51.429</Data>     <Data Name=""ProcessGuid"">{140A6FA9-8EDF-62ED-0000-0010D81B7D01}</Data>     <Data Name=""ProcessId"">364</Data>     <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>     <Data Name=""User"">CORP\Joann.Sims</Data>     <Data Name=""Protocol"">tcp</Data>     <Data Name=""Initiated"">true</Data>     <Data Name=""SourceIsIpv6"">false</Data>     <Data Name=""SourceIp"">172.17.11.184</Data>     <Data Name=""SourceHostname"">ACC-10.corp.net</Data>     <Data Name=""SourcePort"">55012</Data>     <Data Name=""SourcePortName""/>     <Data Name=""DestinationIsIpv6"">false</Data>     <Data Name=""DestinationIp"">73.245.147.162</Data>     <Data Name=""DestinationHostname"">c-73-245-147-162.hsd1.fl.comcast.net</Data>     <Data Name=""DestinationPort"">443</Data>     <Data Name=""DestinationPortName"">https</Data>   </EventData> </Event> "
2022-08-05 22:14:30+00:00,ACC-10,evtx_Microsoft-Windows-Sysmon/Operational,Command and Control,Connection to C2,0.0,Microsoft-Windows-Sysmon/Operational;Microsoft-Windows-Sysmon;3,3,364,C:\Windows\SysWOW64\rundll32.exe,,,,,tcp,true,ACC-10.corp.net,172.17.11.184,55020,5-131.gtt-net.cz,82.144.131.5,443,-,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">   <System>     <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>     <EventID>3</EventID>     <Version>5</Version>     <Level>4</Level>     <Task>3</Task>     <Opcode>0</Opcode>     <Keywords>0x8000000000000000</Keywords>     <TimeCreated SystemTime=""2022-08-05T22:14:30.727167200Z""/>     <EventRecordID>139339</EventRecordID>     <Correlation/>     <Execution ProcessID=""1428"" ThreadID=""1928""/>     <Channel>Microsoft-Windows-Sysmon/Operational</Channel>     <Computer>ACC-10.corp.net</Computer>     <Security UserID=""S-1-5-18""/>   </System>   <EventData>     <Data Name=""RuleName""/>     <Data Name=""UtcTime"">2022-08-05 22:14:25.110</Data>     <Data Name=""ProcessGuid"">{140A6FA9-8EDF-62ED-0000-0010D81B7D01}</Data>     <Data Name=""ProcessId"">364</Data>     <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>     <Data Name=""User"">CORP\Joann.Sims</Data>     <Data Name=""Protocol"">tcp</Data>     <Data Name=""Initiated"">true</Data>     <Data Name=""SourceIsIpv6"">false</Data>     <Data Name=""SourceIp"">172.17.11.184</Data>     <Data Name=""SourceHostname"">ACC-10.corp.net</Data>     <Data Name=""SourcePort"">55020</Data>     <Data Name=""SourcePortName""/>     <Data Name=""DestinationIsIpv6"">false</Data>     <Data Name=""DestinationIp"">82.144.131.5</Data>     <Data Name=""DestinationHostname"">5-131.gtt-net.cz</Data>     <Data Name=""DestinationPort"">443</Data>     <Data Name=""DestinationPortName"">https</Data>   </EventData> </Event> "
2022-08-05 22:14:30+00:00,ACC-10,evtx_Microsoft-Windows-Sysmon/Operational,Command and Control,Connection to C2,0.0,Microsoft-Windows-Sysmon/Operational;Microsoft-Windows-Sysmon;3,3,364,C:\Windows\SysWOW64\rundll32.exe,,,,,tcp,true,ACC-10.corp.net,172.17.11.184,55021,5-131.gtt-net.cz,82.144.131.5,443,-,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">   <System>     <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>     <EventID>3</EventID>     <Version>5</Version>     <Level>4</Level>     <Task>3</Task>     <Opcode>0</Opcode>     <Keywords>0x8000000000000000</Keywords>     <TimeCreated SystemTime=""2022-08-05T22:14:30.727167200Z""/>     <EventRecordID>139340</EventRecordID>     <Correlation/>     <Execution ProcessID=""1428"" ThreadID=""1928""/>     <Channel>Microsoft-Windows-Sysmon/Operational</Channel>     <Computer>ACC-10.corp.net</Computer>     <Security UserID=""S-1-5-18""/>   </System>   <EventData>     <Data Name=""RuleName""/>     <Data Name=""UtcTime"">2022-08-05 22:14:25.129</Data>     <Data Name=""ProcessGuid"">{140A6FA9-8EDF-62ED-0000-0010D81B7D01}</Data>     <Data Name=""ProcessId"">364</Data>     <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>     <Data Name=""User"">CORP\Joann.Sims</Data>     <Data Name=""Protocol"">tcp</Data>     <Data Name=""Initiated"">true</Data>     <Data Name=""SourceIsIpv6"">false</Data>     <Data Name=""SourceIp"">172.17.11.184</Data>     <Data Name=""SourceHostname"">ACC-10.corp.net</Data>     <Data Name=""SourcePort"">55021</Data>     <Data Name=""SourcePortName""/>     <Data Name=""DestinationIsIpv6"">false</Data>     <Data Name=""DestinationIp"">82.144.131.5</Data>     <Data Name=""DestinationHostname"">5-131.gtt-net.cz</Data>     <Data Name=""DestinationPort"">443</Data>     <Data Name=""DestinationPortName"">https</Data>   </EventData> </Event> "
2022-08-05 22:15:04+00:00,ACC-10,evtx_Microsoft-Windows-Sysmon/Operational,Command and Control,Connection to C2,0.0,Microsoft-Windows-Sysmon/Operational;Microsoft-Windows-Sysmon;3,3,364,C:\Windows\SysWOW64\rundll32.exe,,,,,tcp,true,ACC-10.corp.net,172.17.11.184,55115,c-73-245-147-162.hsd1.fl.comcast.net,73.245.147.162,443,-,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">   <System>     <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>     <EventID>3</EventID>     <Version>5</Version>     <Level>4</Level>     <Task>3</Task>     <Opcode>0</Opcode>     <Keywords>0x8000000000000000</Keywords>     <TimeCreated SystemTime=""2022-08-05T22:15:04.536970700Z""/>     <EventRecordID>139582</EventRecordID>     <Correlation/>     <Execution ProcessID=""1428"" ThreadID=""1928""/>     <Channel>Microsoft-Windows-Sysmon/Operational</Channel>     <Computer>ACC-10.corp.net</Computer>     <Security UserID=""S-1-5-18""/>   </System>   <EventData>     <Data Name=""RuleName""/>     <Data Name=""UtcTime"">2022-08-05 22:14:59.269</Data>     <Data Name=""ProcessGuid"">{140A6FA9-8EDF-62ED-0000-0010D81B7D01}</Data>     <Data Name=""ProcessId"">364</Data>     <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>     <Data Name=""User"">CORP\Joann.Sims</Data>     <Data Name=""Protocol"">tcp</Data>     <Data Name=""Initiated"">true</Data>     <Data Name=""SourceIsIpv6"">false</Data>     <Data Name=""SourceIp"">172.17.11.184</Data>     <Data Name=""SourceHostname"">ACC-10.corp.net</Data>     <Data Name=""SourcePort"">55115</Data>     <Data Name=""SourcePortName""/>     <Data Name=""DestinationIsIpv6"">false</Data>     <Data Name=""DestinationIp"">73.245.147.162</Data>     <Data Name=""DestinationHostname"">c-73-245-147-162.hsd1.fl.comcast.net</Data>     <Data Name=""DestinationPort"">443</Data>     <Data Name=""DestinationPortName"">https</Data>   </EventData> </Event> "
2022-08-05 22:15:04+00:00,ACC-10,evtx_Microsoft-Windows-Sysmon/Operational,Command and Control,Connection to C2,0.0,Microsoft-Windows-Sysmon/Operational;Microsoft-Windows-Sysmon;3,3,364,C:\Windows\SysWOW64\rundll32.exe,,,,,tcp,true,ACC-10.corp.net,172.17.11.184,55116,c-73-245-147-162.hsd1.fl.comcast.net,73.245.147.162,443,-,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">   <System>     <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>     <EventID>3</EventID>     <Version>5</Version>     <Level>4</Level>     <Task>3</Task>     <Opcode>0</Opcode>     <Keywords>0x8000000000000000</Keywords>     <TimeCreated SystemTime=""2022-08-05T22:15:04.536970700Z""/>     <EventRecordID>139583</EventRecordID>     <Correlation/>     <Execution ProcessID=""1428"" ThreadID=""1928""/>     <Channel>Microsoft-Windows-Sysmon/Operational</Channel>     <Computer>ACC-10.corp.net</Computer>     <Security UserID=""S-1-5-18""/>   </System>   <EventData>     <Data Name=""RuleName""/>     <Data Name=""UtcTime"">2022-08-05 22:14:59.305</Data>     <Data Name=""ProcessGuid"">{140A6FA9-8EDF-62ED-0000-0010D81B7D01}</Data>     <Data Name=""ProcessId"">364</Data>     <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>     <Data Name=""User"">CORP\Joann.Sims</Data>     <Data Name=""Protocol"">tcp</Data>     <Data Name=""Initiated"">true</Data>     <Data Name=""SourceIsIpv6"">false</Data>     <Data Name=""SourceIp"">172.17.11.184</Data>     <Data Name=""SourceHostname"">ACC-10.corp.net</Data>     <Data Name=""SourcePort"">55116</Data>     <Data Name=""SourcePortName""/>     <Data Name=""DestinationIsIpv6"">false</Data>     <Data Name=""DestinationIp"">73.245.147.162</Data>     <Data Name=""DestinationHostname"">c-73-245-147-162.hsd1.fl.comcast.net</Data>     <Data Name=""DestinationPort"">443</Data>     <Data Name=""DestinationPortName"">https</Data>   </EventData> </Event> "
2022-08-05 22:15:44+00:00,ACC-10,evtx_Microsoft-Windows-Sysmon/Operational,Command and Control,Connection to C2,0.0,Microsoft-Windows-Sysmon/Operational;Microsoft-Windows-Sysmon;3,3,364,C:\Windows\SysWOW64\rundll32.exe,,,,,tcp,true,ACC-10.corp.net,172.17.11.184,55212,5-131.gtt-net.cz,82.144.131.5,443,-,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">   <System>     <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>     <EventID>3</EventID>     <Version>5</Version>     <Level>4</Level>     <Task>3</Task>     <Opcode>0</Opcode>     <Keywords>0x8000000000000000</Keywords>     <TimeCreated SystemTime=""2022-08-05T22:15:44.588123200Z""/>     <EventRecordID>139938</EventRecordID>     <Correlation/>     <Execution ProcessID=""1428"" ThreadID=""1928""/>     <Channel>Microsoft-Windows-Sysmon/Operational</Channel>     <Computer>ACC-10.corp.net</Computer>     <Security UserID=""S-1-5-18""/>   </System>   <EventData>     <Data Name=""RuleName""/>     <Data Name=""UtcTime"">2022-08-05 22:15:39.406</Data>     <Data Name=""ProcessGuid"">{140A6FA9-8EDF-62ED-0000-0010D81B7D01}</Data>     <Data Name=""ProcessId"">364</Data>     <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>     <Data Name=""User"">CORP\Joann.Sims</Data>     <Data Name=""Protocol"">tcp</Data>     <Data Name=""Initiated"">true</Data>     <Data Name=""SourceIsIpv6"">false</Data>     <Data Name=""SourceIp"">172.17.11.184</Data>     <Data Name=""SourceHostname"">ACC-10.corp.net</Data>     <Data Name=""SourcePort"">55212</Data>     <Data Name=""SourcePortName""/>     <Data Name=""DestinationIsIpv6"">false</Data>     <Data Name=""DestinationIp"">82.144.131.5</Data>     <Data Name=""DestinationHostname"">5-131.gtt-net.cz</Data>     <Data Name=""DestinationPort"">443</Data>     <Data Name=""DestinationPortName"">https</Data>   </EventData> </Event> "
2022-08-05 22:15:45+00:00,ACC-10,evtx_Microsoft-Windows-Sysmon/Operational,Command and Control,Connection to C2,0.0,Microsoft-Windows-Sysmon/Operational;Microsoft-Windows-Sysmon;3,3,364,C:\Windows\SysWOW64\rundll32.exe,,,,,tcp,true,ACC-10.corp.net,172.17.11.184,55213,5-131.gtt-net.cz,82.144.131.5,443,-,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">   <System>     <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>     <EventID>3</EventID>     <Version>5</Version>     <Level>4</Level>     <Task>3</Task>     <Opcode>0</Opcode>     <Keywords>0x8000000000000000</Keywords>     <TimeCreated SystemTime=""2022-08-05T22:15:45.876903200Z""/>     <EventRecordID>139943</EventRecordID>     <Correlation/>     <Execution ProcessID=""1428"" ThreadID=""1928""/>     <Channel>Microsoft-Windows-Sysmon/Operational</Channel>     <Computer>ACC-10.corp.net</Computer>     <Security UserID=""S-1-5-18""/>   </System>   <EventData>     <Data Name=""RuleName""/>     <Data Name=""UtcTime"">2022-08-05 22:15:39.437</Data>     <Data Name=""ProcessGuid"">{140A6FA9-8EDF-62ED-0000-0010D81B7D01}</Data>     <Data Name=""ProcessId"">364</Data>     <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>     <Data Name=""User"">CORP\Joann.Sims</Data>     <Data Name=""Protocol"">tcp</Data>     <Data Name=""Initiated"">true</Data>     <Data Name=""SourceIsIpv6"">false</Data>     <Data Name=""SourceIp"">172.17.11.184</Data>     <Data Name=""SourceHostname"">ACC-10.corp.net</Data>     <Data Name=""SourcePort"">55213</Data>     <Data Name=""SourcePortName""/>     <Data Name=""DestinationIsIpv6"">false</Data>     <Data Name=""DestinationIp"">82.144.131.5</Data>     <Data Name=""DestinationHostname"">5-131.gtt-net.cz</Data>     <Data Name=""DestinationPort"">443</Data>     <Data Name=""DestinationPortName"">https</Data>   </EventData> </Event> "
2022-08-05 22:16:29+00:00,ACC-10,evtx_Microsoft-Windows-Sysmon/Operational,Execution,Cobalt Strike named pipe creation,0.0,Microsoft-Windows-Sysmon/Operational;Microsoft-Windows-Sysmon;17,17,1604,C:\Windows\SysWOW64\rundll32.exe,,,\d99345,,,,,,,,,,-,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">   <System>     <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>     <EventID>17</EventID>     <Version>1</Version>     <Level>4</Level>     <Task>17</Task>     <Opcode>0</Opcode>     <Keywords>0x8000000000000000</Keywords>     <TimeCreated SystemTime=""2022-08-05T22:16:29.826363900Z""/>     <EventRecordID>140153</EventRecordID>     <Correlation/>     <Execution ProcessID=""1428"" ThreadID=""1916""/>     <Channel>Microsoft-Windows-Sysmon/Operational</Channel>     <Computer>ACC-10.corp.net</Computer>     <Security UserID=""S-1-5-18""/>   </System>   <EventData>     <Data Name=""RuleName""/>     <Data Name=""UtcTime"">2022-08-05 22:16:29.826</Data>     <Data Name=""ProcessGuid"">{140A6FA9-92E6-62ED-0000-0010DA999E01}</Data>     <Data Name=""ProcessId"">1604</Data>     <Data Name=""PipeName"">\d99345</Data>     <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>   </EventData> </Event> "
2022-08-05 22:16:29+00:00,ACC-10,evtx_Microsoft-Windows-Sysmon/Operational,Execution,Cobalt Strike named pipe creation,0.0,Microsoft-Windows-Sysmon/Operational;Microsoft-Windows-Sysmon;17,17,596,C:\Windows\system32\rundll32.exe,,,\postex_12ab,,,,,,,,,,-,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">   <System>     <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>     <EventID>17</EventID>     <Version>1</Version>     <Level>4</Level>     <Task>17</Task>     <Opcode>0</Opcode>     <Keywords>0x8000000000000000</Keywords>     <TimeCreated SystemTime=""2022-08-05T22:16:29.954445900Z""/>     <EventRecordID>140156</EventRecordID>     <Correlation/>     <Execution ProcessID=""1428"" ThreadID=""1916""/>     <Channel>Microsoft-Windows-Sysmon/Operational</Channel>     <Computer>ACC-10.corp.net</Computer>     <Security UserID=""S-1-5-18""/>   </System>   <EventData>     <Data Name=""RuleName""/>     <Data Name=""UtcTime"">2022-08-05 22:16:29.950</Data>     <Data Name=""ProcessGuid"">{140A6FA9-96BD-62ED-0000-0010C5E8C401}</Data>     <Data Name=""ProcessId"">596</Data>     <Data Name=""PipeName"">\postex_12ab</Data>     <Data Name=""Image"">C:\Windows\system32\rundll32.exe</Data>   </EventData> </Event> "
2022-08-05 22:16:30+00:00,ACC-10,evtx_Microsoft-Windows-Sysmon/Operational,Credential Access,LSASS process accessed,0.0,Microsoft-Windows-Sysmon/Operational;Microsoft-Windows-Sysmon;10,10,596,C:\Windows\system32\rundll32.exe,,,,C:\Windows\system32\lsass.exe,,,,,,,,,-,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">   <System>     <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>     <EventID>10</EventID>     <Version>3</Version>     <Level>4</Level>     <Task>10</Task>     <Opcode>0</Opcode>     <Keywords>0x8000000000000000</Keywords>     <TimeCreated SystemTime=""2022-08-05T22:16:30.453749600Z""/>     <EventRecordID>140159</EventRecordID>     <Correlation/>     <Execution ProcessID=""1428"" ThreadID=""1916""/>     <Channel>Microsoft-Windows-Sysmon/Operational</Channel>     <Computer>ACC-10.corp.net</Computer>     <Security UserID=""S-1-5-18""/>   </System>   <EventData>     <Data Name=""RuleName""/>     <Data Name=""UtcTime"">2022-08-05 22:16:30.453</Data>     <Data Name=""SourceProcessGUID"">{140A6FA9-96BD-62ED-0000-0010C5E8C401}</Data>     <Data Name=""SourceProcessId"">596</Data>     <Data Name=""SourceThreadId"">4568</Data>     <Data Name=""SourceImage"">C:\Windows\system32\rundll32.exe</Data>     <Data Name=""TargetProcessGUID"">{140A6FA9-6517-62ED-0000-0010A2970000}</Data>     <Data Name=""TargetProcessId"">524</Data>     <Data Name=""TargetImage"">C:\Windows\system32\lsass.exe</Data>     <Data Name=""GrantedAccess"">0x00001010</Data>     <Data Name=""CallTrace"">C:\Windows\SYSTEM32\ntdll.dll+5157a|C:\Windows\system32\KERNELBASE.dll+d817|UNKNOWN(000000000025D97C)</Data>   </EventData> </Event> "
2022-08-05 22:16:30+00:00,ACC-10,evtx_Microsoft-Windows-Sysmon/Operational,Execution,Cobalt Strike named pipe connection,0.0,Microsoft-Windows-Sysmon/Operational;Microsoft-Windows-Sysmon;18,18,1604,C:\Windows\SysWOW64\rundll32.exe,,,\postex_12ab,,,,,,,,,,-,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">   <System>     <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>     <EventID>18</EventID>     <Version>1</Version>     <Level>4</Level>     <Task>18</Task>     <Opcode>0</Opcode>     <Keywords>0x8000000000000000</Keywords>     <TimeCreated SystemTime=""2022-08-05T22:16:30.453749600Z""/>     <EventRecordID>140157</EventRecordID>     <Correlation/>     <Execution ProcessID=""1428"" ThreadID=""1916""/>     <Channel>Microsoft-Windows-Sysmon/Operational</Channel>     <Computer>ACC-10.corp.net</Computer>     <Security UserID=""S-1-5-18""/>   </System>   <EventData>     <Data Name=""RuleName""/>     <Data Name=""UtcTime"">2022-08-05 22:16:30.453</Data>     <Data Name=""ProcessGuid"">{140A6FA9-92E6-62ED-0000-0010DA999E01}</Data>     <Data Name=""ProcessId"">1604</Data>     <Data Name=""PipeName"">\postex_12ab</Data>     <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>   </EventData> </Event> "
2022-08-05 22:16:30+00:00,ACC-10,evtx_Microsoft-Windows-Sysmon/Operational,Execution,Cobalt Strike named pipe connection,0.0,Microsoft-Windows-Sysmon/Operational;Microsoft-Windows-Sysmon;18,18,3408,C:\Windows\system32\cmd.exe,,,\d99345,,,,,,,,,,-,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">   <System>     <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>     <EventID>18</EventID>     <Version>1</Version>     <Level>4</Level>     <Task>18</Task>     <Opcode>0</Opcode>     <Keywords>0x8000000000000000</Keywords>     <TimeCreated SystemTime=""2022-08-05T22:16:30.484968400Z""/>     <EventRecordID>140161</EventRecordID>     <Correlation/>     <Execution ProcessID=""1428"" ThreadID=""1916""/>     <Channel>Microsoft-Windows-Sysmon/Operational</Channel>     <Computer>ACC-10.corp.net</Computer>     <Security UserID=""S-1-5-18""/>   </System>   <EventData>     <Data Name=""RuleName""/>     <Data Name=""UtcTime"">2022-08-05 22:16:30.484</Data>     <Data Name=""ProcessGuid"">{140A6FA9-96BE-62ED-0000-001091EEC401}</Data>     <Data Name=""ProcessId"">3408</Data>     <Data Name=""PipeName"">\d99345</Data>     <Data Name=""Image"">C:\Windows\system32\cmd.exe</Data>   </EventData> </Event> "
