datetime,subject,raw,eid,pid,process_name,pipe_name
2022-08-05 22:16:30+00:00,ACC-10,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>18</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>18</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:16:30.453749600Z""/>
    <EventRecordID>140157</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1428"" ThreadID=""1916""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-10.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:16:30.453</Data>
    <Data Name=""ProcessGuid"">{140A6FA9-92E6-62ED-0000-0010DA999E01}</Data>
    <Data Name=""ProcessId"">1604</Data>
    <Data Name=""PipeName"">\postex_12ab</Data>
    <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>
  </EventData>
</Event>
",18,1604,C:\Windows\SysWOW64\rundll32.exe,\postex_12ab
2022-08-05 22:16:30+00:00,ACC-10,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>18</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>18</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:16:30.484968400Z""/>
    <EventRecordID>140161</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1428"" ThreadID=""1916""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-10.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:16:30.484</Data>
    <Data Name=""ProcessGuid"">{140A6FA9-96BE-62ED-0000-001091EEC401}</Data>
    <Data Name=""ProcessId"">3408</Data>
    <Data Name=""PipeName"">\d99345</Data>
    <Data Name=""Image"">C:\Windows\system32\cmd.exe</Data>
  </EventData>
</Event>
",18,3408,C:\Windows\system32\cmd.exe,\d99345
2022-08-05 22:17:30+00:00,ACC-01,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>17</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>17</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:17:30.056305800Z""/>
    <EventRecordID>210331</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1440"" ThreadID=""1992""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-01.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:17:30.056</Data>
    <Data Name=""ProcessGuid"">{62886613-96FA-62ED-0000-0010B136C901}</Data>
    <Data Name=""ProcessId"">2508</Data>
    <Data Name=""PipeName"">\MSSE-4019-server</Data>
    <Data Name=""Image"">\\ACC-01\ADMIN$\b8a3848.exe</Data>
  </EventData>
</Event>
",17,2508,\\ACC-01\ADMIN$\b8a3848.exe,\MSSE-4019-server
2022-08-05 22:17:31+00:00,ACC-01,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>17</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>17</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:17:31.136693700Z""/>
    <EventRecordID>210345</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1440"" ThreadID=""1992""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-01.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:17:31.136</Data>
    <Data Name=""ProcessGuid"">{62886613-96FB-62ED-0000-0010653BC901}</Data>
    <Data Name=""ProcessId"">1572</Data>
    <Data Name=""PipeName"">\ipc_14</Data>
    <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>
  </EventData>
</Event>
",17,1572,C:\Windows\SysWOW64\rundll32.exe,\ipc_14
2022-08-05 22:17:31+00:00,ACC-01,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>18</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>18</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:17:31.089885600Z""/>
    <EventRecordID>210342</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1440"" ThreadID=""1992""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-01.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:17:31.089</Data>
    <Data Name=""ProcessGuid"">{62886613-96FA-62ED-0000-0010B136C901}</Data>
    <Data Name=""ProcessId"">2508</Data>
    <Data Name=""PipeName"">\MSSE-4019-server</Data>
    <Data Name=""Image"">\\ACC-01\ADMIN$\b8a3848.exe</Data>
  </EventData>
</Event>
",18,2508,\\ACC-01\ADMIN$\b8a3848.exe,\MSSE-4019-server
2022-08-05 22:17:33+00:00,ACC-01,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>18</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>18</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:17:33.059061300Z""/>
    <EventRecordID>210347</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1440"" ThreadID=""1992""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-01.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:17:33.059</Data>
    <Data Name=""ProcessGuid"">{62886613-6433-62ED-0000-0010EB030000}</Data>
    <Data Name=""ProcessId"">4</Data>
    <Data Name=""PipeName"">\ipc_14</Data>
    <Data Name=""Image"">System</Data>
  </EventData>
</Event>
",18,4,System,\ipc_14
2022-08-05 22:19:37+00:00,ACC-01,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>17</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>17</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:19:37.725947700Z""/>
    <EventRecordID>210970</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1440"" ThreadID=""1992""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-01.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:19:37.725</Data>
    <Data Name=""ProcessGuid"">{62886613-96FB-62ED-0000-0010653BC901}</Data>
    <Data Name=""ProcessId"">1572</Data>
    <Data Name=""PipeName"">\55bbda</Data>
    <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>
  </EventData>
</Event>
",17,1572,C:\Windows\SysWOW64\rundll32.exe,\55bbda
2022-08-05 22:19:37+00:00,ACC-01,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>17</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>17</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:19:37.916180700Z""/>
    <EventRecordID>210973</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1440"" ThreadID=""1992""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-01.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:19:37.884</Data>
    <Data Name=""ProcessGuid"">{62886613-9779-62ED-0000-00106846CE01}</Data>
    <Data Name=""ProcessId"">5884</Data>
    <Data Name=""PipeName"">\postex_18e7</Data>
    <Data Name=""Image"">C:\Windows\system32\rundll32.exe</Data>
  </EventData>
</Event>
",17,5884,C:\Windows\system32\rundll32.exe,\postex_18e7
2022-08-05 22:19:38+00:00,ACC-01,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>18</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>18</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:19:38.354056500Z""/>
    <EventRecordID>210974</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1440"" ThreadID=""1992""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-01.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:19:38.354</Data>
    <Data Name=""ProcessGuid"">{62886613-96FB-62ED-0000-0010653BC901}</Data>
    <Data Name=""ProcessId"">1572</Data>
    <Data Name=""PipeName"">\postex_18e7</Data>
    <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>
  </EventData>
</Event>
",18,1572,C:\Windows\SysWOW64\rundll32.exe,\postex_18e7
2022-08-05 22:19:38+00:00,ACC-01,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>18</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>18</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:19:38.556891600Z""/>
    <EventRecordID>210978</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1440"" ThreadID=""1992""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-01.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:19:38.556</Data>
    <Data Name=""ProcessGuid"">{62886613-977A-62ED-0000-0010F34ECE01}</Data>
    <Data Name=""ProcessId"">1284</Data>
    <Data Name=""PipeName"">\55bbda</Data>
    <Data Name=""Image"">C:\Windows\system32\cmd.exe</Data>
  </EventData>
</Event>
",18,1284,C:\Windows\system32\cmd.exe,\55bbda
2022-08-05 22:20:27+00:00,ACC-01,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>17</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>17</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:20:27.449463000Z""/>
    <EventRecordID>211104</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1440"" ThreadID=""1992""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-01.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:20:27.402</Data>
    <Data Name=""ProcessGuid"">{62886613-97A9-62ED-0000-00101974CF01}</Data>
    <Data Name=""ProcessId"">212</Data>
    <Data Name=""PipeName"">\PSHost.133042116255363174.212.DefaultAppDomain.powershell</Data>
    <Data Name=""Image"">C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe</Data>
  </EventData>
</Event>
",17,212,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,\PSHost.133042116255363174.212.DefaultAppDomain.powershell
2022-08-05 22:21:32+00:00,ACC-01,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>17</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>17</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:21:32.667686700Z""/>
    <EventRecordID>211334</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1440"" ThreadID=""1992""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-01.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:21:32.667</Data>
    <Data Name=""ProcessGuid"">{62886613-97EC-62ED-0000-00102D6AD701}</Data>
    <Data Name=""ProcessId"">1808</Data>
    <Data Name=""PipeName"">\PSHost.133042116925886912.1808.DefaultAppDomain.powershell</Data>
    <Data Name=""Image"">C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe</Data>
  </EventData>
</Event>
",17,1808,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,\PSHost.133042116925886912.1808.DefaultAppDomain.powershell
